m2,rent,location
77,6300,Qinghe
142,16000,Qinghe
60,6000,Qinghe
64,7200,Qinghe
80,7500,Qinghe
60,6000,Qinghe
125,7600,Qinghe
101,9000,Qinghe
59,6590,Qinghe
66,9500,Qinghe
45,4600,Qinghe
121,6800,Qinghe
18,2500,Qinghe
44,4700,Qinghe
71,6800,Qinghe
84,7200,Qinghe
66,5150,Qinghe
62,6400,Qinghe
46,4800,Qinghe
42,4500,Qinghe
80,7000,Qinghe
143,11000,Qinghe
58,5100,Qinghe
55,7300,Qinghe
53,5200,Qinghe
96,7300,Qinghe
160,13000,Qinghe
45,4600,Qinghe
109,7500,Qinghe
84,7100,Qinghe
73,7200,Qinghe
57,5400,Qinghe
52,4700,Qinghe
88,9300,Qinghe
63,8030,Qinghe
124,8500,Qinghe
88,9800,Qinghe
45,4500,Qinghe
46,4650,Qinghe
96,10500,Qinghe
160,16500,Qinghe
93,8000,Qinghe
10,1880,Qinghe
39,4000,Qinghe
97,8600,Qinghe
61,6000,Qinghe
91,7900,Qinghe
46,4150,Qinghe
78,5880,Qinghe
58,5400,Qinghe
47,5550,Qinghe
41,4500,Qinghe
60,5200,Qinghe
15,2150,Qinghe
10,2000,Qinghe
166,17500,Qinghe
66,5400,Qinghe
94,10300,Qinghe
60,5500,Qinghe
72,8600,Qinghe
44,4600,Qinghe
58,5500,Qinghe
78,6300,Qinghe
58,6060,Qinghe
90,7400,Qinghe
53,5300,Qinghe
72,9200,Qinghe
109,8000,Qinghe
58,6300,Qinghe
129,11000,Qinghe
67,5800,Qinghe
57,5000,Qinghe
72,6700,Qinghe
70,5600,Qinghe
28,3500,Qinghe
66,6100,Qinghe
20,2650,Qinghe
60,5250,Qinghe
61,6500,Qinghe
71,7000,Qinghe
88,7500,Qinghe
55,5500,Qinghe
129,10500,Qinghe
66,5300,Qinghe
55,6200,Qinghe
72,6300,Qinghe
101,6600,Qinghe
64,6390,Qinghe
88,7140,Qinghe
48,5500,Qinghe
65,5500,Qinghe
67,5800,Qinghe
60,5200,Qinghe
11,2350,Qinghe
20,3000,Qinghe
92,8500,Qinghe
85,8300,Qinghe
89,9500,Qinghe
78,7300,Qinghe
9,1800,Qinghe
47,4560,Qinghe
73,6400,Qinghe
46,5200,Qinghe
91,7800,Qinghe
54,5500,Qinghe
111,9500,Qinghe
57,5300,Qinghe
11,2300,Qinghe
143,11000,Qinghe
39,5590,Qinghe
46,4500,Qinghe
42,6500,Qinghe
65,5600,Qinghe
81,8200,Qinghe
110,9500,Qinghe
62,6800,Qinghe
20,2550,Qinghe
102,12000,Qinghe
13,1800,Qinghe
106,6300,Qinghe
71,6700,Qinghe
34,5290,Qinghe
61,6000,Qinghe
46,4600,Qinghe
43,6000,Qinghe
93,7500,Qinghe
149,17500,Qinghe
81,8000,Qinghe
45,5200,Qinghe
114,10500,Qinghe
87,7500,Qinghe
12,2500,Qinghe
58,5500,Qinghe
104,8500,Qinghe
74,6000,Qinghe
56,5100,Qinghe
44,5000,Qinghe
138,15800,Qinghe
84,7900,Qinghe
149,12000,Qinghe
110,8400,Qinghe
60,5930,Qinghe
20,2600,Qinghe
46,4500,Qinghe
92,7600,Qinghe
62,5200,Qinghe
50,5100,Qinghe
72,5600,Qinghe
127,14000,Qinghe
50,5700,Qinghe
41,4700,Qinghe
33,5890,Qinghe
77,7500,Qinghe
68,5700,Qinghe
82,7000,Qinghe
15,2700,Qinghe
98,7600,Qinghe
62,5800,Qinghe
10,1700,Qinghe
52,4700,Qinghe
46,5300,Qinghe
70,6100,Qinghe
89,9500,Qinghe
14,2200,Qinghe
70,8500,Qinghe
53,5000,Qinghe
20,2650,Qinghe
90,7500,Qinghe
81,7780,Qinghe
55,5000,Qinghe
80,7300,Qinghe
60,5760,Qinghe
12,2100,Qinghe
59,5200,Qinghe
143,11000,Qinghe
117,12900,Qinghe
66,5800,Qinghe
144,14500,Qinghe
74,6400,Qinghe
41,5200,Qinghe
10,1880,Qinghe
85,7300,Qinghe
69,5850,Qinghe
46,4600,Qinghe
99,7000,Qinghe
140,9500,Qinghe
93,6700,Qinghe
69,6300,Qinghe
49,4650,Qinghe
70,6200,Qinghe
25,4700,Qinghe
45,5200,Qinghe
66,10800,Qinghe
69,7300,Qinghe
58,5300,Qinghe
69,6800,Qinghe
52,4600,Qinghe
18,2050,Qinghe
149,12000,Qinghe
47,5580,Qinghe
15,2450,Qinghe
68,7000,Qinghe
55,4200,Qinghe
60,4900,Qinghe
13,2280,Qinghe
148,18000,Qinghe
66,7200,Qinghe
60,6300,Qinghe
101,9000,Qinghe
92,7000,Qinghe
117,13000,Qinghe
98,7300,Qinghe
160,16200,Qinghe
69,6300,Qinghe
80,7500,Qinghe
87,9190,Qinghe
62,6000,Qinghe
68,5800,Qinghe
18,2350,Qinghe
63,5600,Qinghe
49,5000,Qinghe
88,7700,Qinghe
57,6590,Qinghe
137,9800,Qinghe
15,2500,Qinghe
50,5200,Qinghe
88,7350,Qinghe
72,6500,Qinghe
58,5500,Qinghe
41,4800,Qinghe
162,17000,Qinghe
55,5960,Qinghe
60,4900,Qinghe
109,7500,Qinghe
62,6390,Qinghe
54,5500,Qinghe
68,6500,Qinghe
62,6260,Qinghe
62,5000,Qinghe
78,6300,Qinghe
85,7800,Qinghe
157,24000,Qinghe
68,5400,Qinghe
40,5200,Qinghe
58,5600,Qinghe
51,4940,Qinghe
150,12000,Qinghe
88,8330,Qinghe
117,12900,Qinghe
61,6600,Qinghe
61,5400,Qinghe
10,1790,Qinghe
40,5800,Qinghe
99,7000,Qinghe
18,2600,Qinghe
32,5200,Qinghe
105,6500,Qinghe
63,6400,Qinghe
58,5800,Qinghe
59,5900,Qinghe
58,7500,Qinghe
139,12600,Qinghe
61,5670,Qinghe
15,2400,Qinghe
106,8600,Qinghe
13,2600,Qinghe
65,5500,Qinghe
99,12500,Qinghe
65,6300,Qinghe
47,5200,Qinghe
74,6400,Qinghe
46,5200,Qinghe
81,8000,Qinghe
103,9000,Qinghe
65,5900,Qinghe
67,6500,Qinghe
91,8200,Qinghe
92,7500,Qinghe
46,4800,Qinghe
60,6000,Qinghe
42,5200,Qinghe
16,2500,Qinghe
77,5750,Qinghe
90,6800,Qinghe
47,6000,Qinghe
49,5000,Qinghe
85,6800,Qinghe
85,7500,Qinghe
78,7000,Qinghe
69,6300,Qinghe
54,5200,Qinghe
46,4500,Qinghe
60,5200,Qinghe
102,8300,Qinghe
68,7000,Qinghe
73,8000,Qinghe
60,5200,Qinghe
100,8000,Qinghe
72,8500,Qinghe
85,7200,Qinghe
80,7000,Qinghe
82,6990,Qinghe
93,7500,Qinghe
18,2550,Qinghe
141,15500,Qinghe
72,9000,Qinghe
61,4800,Qinghe
119,11500,Qinghe
12,2300,Qinghe
76,5500,Qinghe
160,16500,Qinghe
177,19000,Qinghe
75,5900,Qinghe
18,2550,Qinghe
64,5300,Qinghe
95,8500,Qinghe
60,5300,Qinghe
63,5000,Qinghe
42,5500,Qinghe
69,7300,Qinghe
60,6300,Qinghe
106,6300,Qinghe
8,2200,Qinghe
99,7800,Qinghe
89,9100,Qinghe
57,5000,Qinghe
91,7100,Qinghe
32,5000,Qinghe
95,7200,Qinghe
19,2450,Qinghe
130,8500,Qinghe
72,9200,Qinghe
83,7800,Qinghe
60,5850,Qinghe
96,8200,Qinghe
132,8100,Qinghe
131,8200,Qinghe
53,5800,Qinghe
60,6500,Qinghe
47,5000,Qinghe
156,16000,Qinghe
160,10800,Qinghe
284,39800,Qinghe
52,5000,Qinghe
18,3000,Qinghe
87,7000,Qinghe
81,7780,Qinghe
157,24000,Qinghe
70,6300,Qinghe
92,8500,Qinghe
12,2600,Qinghe
73,6700,Qinghe
82,9200,Qinghe
38,5000,Qinghe
141,11500,Qinghe
8,1650,Qinghe
40,5230,Qinghe
62,6230,Qinghe
116,8000,Qinghe
52,5250,Qinghe
103,9000,Qinghe
73,6500,Qinghe
69,5450,Qinghe
58,5200,Qinghe
52,5200,Qinghe
71,5220,Qinghe
36,5000,Qinghe
113,11000,Qinghe
54,5000,Qinghe
68,5100,Qinghe
73,6500,Qinghe
71,6700,Qinghe
18,2600,Qinghe
58,5000,Qinghe
77,5900,Qinghe
88,8200,Qinghe
70,6500,Qinghe
56,6490,Qinghe
91,7200,Qinghe
104,8200,Qinghe
54,5600,Qinghe
91,7500,Qinghe
45,4800,Qinghe
152,12500,Qinghe
58,5800,Qinghe
90,6800,Qinghe
46,5550,Qinghe
102,8300,Qinghe
142,14500,Qinghe
82,7500,Qinghe
90,7800,Qinghe
60,5500,Qinghe
88,8330,Qinghe
80,7500,Qinghe
55,4900,Qinghe
42,4600,Qinghe
35,5560,Qinghe
52,5300,Qinghe
41,4950,Qinghe
57,5300,Qinghe
51,6100,Qinghe
71,6650,Qinghe
106,7800,Qinghe
69,4900,Qinghe
147,10500,Qinghe
79,7300,Qinghe
106,8800,Qinghe
45,4900,Qinghe
60,5300,Qinghe
62,6330,Qinghe
84,6800,Qinghe
132,8100,Qinghe
206,28000,Qinghe
78,7000,Qinghe
44,5560,Qinghe
88,7100,Qinghe
57,6000,Qinghe
72,8200,Qinghe
95,7200,Qinghe
104,8200,Qinghe
113,11000,Qinghe
50,5790,Qinghe
70,6200,Qinghe
57,5800,Qinghe
84,6200,Qinghe
72,6000,Qinghe
53,5000,Qinghe
16,2200,Qinghe
83,7400,Qinghe
106,7800,Qinghe
57,5500,Qinghe
15,2500,Qinghe
18,2375,Qinghe
57,5300,Qinghe
82,8000,Qinghe
100,8000,Qinghe
46,5225,Qinghe
49,6390,Qinghe
88,9800,Qinghe
54,5200,Qinghe
83,7300,Qinghe
13,2280,Qinghe
47,4800,Qinghe
88,6000,Qinghe
95,7200,Qinghe
64,6000,Qinghe
83,7500,Qinghe
115,7500,Qinghe
60,6300,Qinghe
57,5300,Qinghe
72,6800,Qinghe
47,5500,Qinghe
57,5800,Qinghe
59,5600,Qinghe
56,6100,Qinghe
10,3200,Qinghe
56,5530,Qinghe
92,7000,Qinghe
75,7000,Qinghe
64,6200,Qinghe
85,7200,Qinghe
63,5000,Qinghe
67,5500,Qinghe
284,30000,Qinghe
58,5800,Qinghe
68,5600,Qinghe
62,5000,Qinghe
97,9400,Qinghe
61,6000,Qinghe
48,4100,Qinghe
89,7200,Qinghe
46,4800,Qinghe
28,3200,Qinghe
53,5200,Qinghe
60,6000,Qinghe
41,4800,Qinghe
33,5340,Qinghe
50,5300,Qinghe
80,7500,Qinghe
72,8800,Qinghe
58,5500,Qinghe
46,4600,Qinghe
15,2200,Qinghe
86,7000,Qinghe
57,5900,Qinghe
88,6900,Qinghe
60,6560,Qinghe
15,2450,Qinghe
99,7000,Qinghe
67,5000,Qinghe
8,2100,Qinghe
10,1950,Qinghe
15,2450,Qinghe
47,6000,Qinghe
32,5000,Qinghe
65,5900,Qinghe
61,5800,Qinghe
59,5700,Qinghe
90,6600,Qinghe
72,9200,Qinghe
93,7300,Qinghe
70,8500,Qinghe
50,5700,Qinghe
83,7500,Qinghe
76,6200,Qinghe
58,5300,Qinghe
80,9000,Qinghe
100,7400,Qinghe
59,5565,Qinghe
161,18500,Qinghe
71,7130,Qinghe
56,5100,Qinghe
58,5500,Qinghe
141,13000,Qinghe
60,7000,Qinghe
130,9000,Qinghe
87,7800,Qinghe
58,5700,Qinghe
17,2750,Qinghe
52,5300,Qinghe
15,2550,Qinghe
47,5860,Qinghe
99,7300,Qinghe
56,5600,Qinghe
20,2650,Qinghe
141,13000,Qinghe
60,5800,Qinghe
93,8000,Qinghe
97,7300,Qinghe
44,5430,Qinghe
68,5100,Qinghe
57,6200,Qinghe
56,6100,Qinghe
88,6000,Qinghe
51,4940,Qinghe
82,7000,Qinghe
100,8000,Qinghe
100,7400,Qinghe
14,2500,Qinghe
82,8000,Qinghe
57,5500,Qinghe
64,6200,Qinghe
99,7500,Qinghe
50,5000,Qinghe
68,5600,Qinghe
91,7100,Qinghe
57,5200,Qinghe
128,5500,Qinghe
65,5500,Qinghe
101,11000,Qinghe
11,2350,Qinghe
113,9000,Qinghe
56,5200,Qinghe
83,6800,Qinghe
88,9600,Qinghe
104,8200,Qinghe
62,5800,Qinghe
54,5500,Qinghe
70,6889,Qinghe
60,5200,Qinghe
58,6000,Qinghe
57,5300,Qinghe
97,9400,Qinghe
108,10500,Qinghe
15,2200,Qinghe
89,7000,Qinghe
7,2250,Qinghe
64,6300,Qinghe
55,4500,Qinghe
70,6230,Qinghe
62,6200,Qinghe
94,8500,Qinghe
55,5500,Qinghe
67,6700,Qinghe
64,5604,Qinghe
67,7000,Qinghe
65,5800,Qinghe
50,4600,Qinghe
51,4940,Qinghe
60,5000,Qinghe
65,6000,Qinghe
99,12500,Qinghe
10,1950,Qinghe
45,4600,Qinghe
57,7500,Qinghe
65,6000,Qinghe
88,7700,Qinghe
68,6600,Qinghe
70,8500,Qinghe
8,1520,Qinghe
35,3850,Qinghe
68,6500,Qinghe
77,6000,Qinghe
125,8500,Qinghe
57,5800,Qinghe
59,5600,Qinghe
82,7500,Qinghe
72,6250,Qinghe
50,5100,Qinghe
116,9500,Qinghe
47,5860,Qinghe
16,2500,Qinghe
142,16000,Qinghe
82,6400,Qinghe
78,6800,Qinghe
68,5800,Qinghe
60,5500,Qinghe
44,5000,Qinghe
42,5600,Qinghe
79,6500,Qinghe
89,9800,Qinghe
57,4900,Qinghe
18,2415,Qinghe
54,5200,Qinghe
61,6600,Qinghe
63,6000,Qinghe
13,2600,Qinghe
50,5500,Qinghe
162,20000,Qinghe
92,7100,Qinghe
18,2600,Qinghe
63,5800,Qinghe
77,9500,Qinghe
85,8000,Qinghe
60,6200,Qinghe
143,10000,Qinghe
36,4600,Qinghe
88,6000,Qinghe
60,4600,Qinghe
32,5000,Qinghe
71,6800,Qinghe
47,5100,Qinghe
90,7400,Qinghe
106,8000,Qinghe
45,4800,Qinghe
57,6590,Qinghe
166,16900,Qinghe
58,5350,Qinghe
60,5850,Qinghe
53,5300,Qinghe
55,5960,Qinghe
45,4500,Qinghe
141,11800,Qinghe
44,4700,Qinghe
57,5800,Qinghe
68,7000,Qinghe
46,5790,Qinghe
77,6100,Qinghe
85,8300,Qinghe
90,6000,Qinghe
20,2600,Qinghe
35,5630,Qinghe
95,8800,Qinghe
18,2700,Qinghe
49,6000,Qinghe
58,5500,Qinghe
15,1900,Qinghe
114,11000,Qinghe
46,4500,Qinghe
63,5700,Qinghe
80,8000,Qinghe
62,6300,Qinghe
57,6600,Qinghe
60,5930,Qinghe
103,9000,Qinghe
17,2500,Qinghe
95,7560,Qinghe
16,3650,Qinghe
57,5200,Qinghe
60,6500,Qinghe
162,10500,Qinghe
57,5800,Qinghe
50,5700,Qinghe
83,7500,Qinghe
62,6800,Qinghe
57,5250,Qinghe
65,6300,Qinghe
73,7200,Qinghe
75,6700,Qinghe
85,7100,Qinghe
105,6500,Qinghe
125,7600,Qinghe
80,7000,Qinghe
65,6100,Qinghe
35,5560,Qinghe
60,5000,Qinghe
56,5400,Qinghe
58,5800,Qinghe
20,2500,Qinghe
58,5500,Qinghe
90,7800,Qinghe
15,2450,Qinghe
70,6400,Qinghe
56,5500,Qinghe
47,5100,Qinghe
58,5500,Qinghe
57,5700,Qinghe
11,2300,Qinghe
77,6200,Qinghe
75,7800,Qinghe
95,7800,Qinghe
51,5600,Qinghe
104,8200,Qinghe
162,16800,Qinghe
20,2450,Qinghe
51,6500,Qinghe
146,16000,Qinghe
57,5300,Qinghe
98,8300,Qinghe
87,8500,Qinghe
16,2500,Qinghe
52,4800,Qinghe
69,6000,Qinghe
62,5700,Qinghe
84,7200,Qinghe
12,2300,Qinghe
67,5000,Qinghe
52,5100,Qinghe
76,7500,Qinghe
54,5000,Qinghe
60,5000,Qinghe
83,7300,Qinghe
83,7500,Qinghe
52,6000,Qinghe
80,8500,Qinghe
72,5600,Qinghe
86,6800,Qinghe
35,4500,Qinghe
57,6300,Qinghe
60,5200,Qinghe
80,6300,Qinghe
68,7359,Qinghe
48,6300,Qinghe
95,7200,Qinghe
192,30000,Qinghe
57,5000,Qinghe
46,5200,Qinghe
98,11500,Qinghe
42,5500,Qinghe
45,5000,Qinghe
15,1950,Qinghe
71,6700,Qinghe
60,5600,Qinghe
99,7600,Qinghe
52,5400,Qinghe
87,7500,Qinghe
52,6000,Qinghe
71,7000,Qinghe
74,6000,Qinghe
68,5300,Qinghe
89,9500,Qinghe
20,3300,Qinghe
58,5800,Qinghe
127,14500,Qinghe
40,5230,Qinghe
58,5100,Qinghe
90,7800,Qinghe
53,4700,Qinghe
